서울,37.568909, 126.978092
부산,35.179960, 129.074972
대구,35.872772, 128.602185
인천,37.456173, 126.705935
광주,35.160024, 126.851476
대전,36.350621, 127.384819
울산,35.540061, 129.311434
세종,36.480219, 127.289078
경기,37.275290, 127.009488
강원,37.885907, 127.730064
충북,36.635921, 127.491355
충남,36.659535, 126.672779
전북,35.821093, 127.108722
전남,34.816410, 126.462949
경북,36.576092, 128.508518
경남,35.238483, 128.692355
제주,33.489129, 126.498065
검역,33.489129, 128.692355
